sentence	label
felt and vividly detailed story about newcomers in a strange new world . 	1
musicals back 	1
because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags . 	0
have brought back the value and respect for the term epic cinema 	1
of its own brilliance 	1
the result is somewhat satisfying 	1
making this character understandable , in getting under her skin , in exploring motivation ... 	1
depressing , ruthlessly pained 	0
that they are doing it is thought-provoking . 	1
splashy and 	1
marveled at disney 's rendering of water , snow , flames and shadows 	0
fused with solid performances and eerie atmosphere 	1
come to term an `` ambitious failure 	0
's a certain robustness to this engaging mix of love and bloodletting . 	1
the story compelling 	1
the excesses of writer-director roger avary 	1
an accessible introduction as well as 	1
gorgeous beaches 	1
good cinematography 	1
cause loads of irreparable damage 	0
hungry-man portions of bad ' 	0
lingering questions about what the film is really getting at 	0
imitative of innumerable 	0
slopped ` em together 	0
very touching 	1
sing beautifully and act adequately 	1
is that they 're stuck with a script that prevents them from firing on all cylinders . 	0
tender sermon 	1
bitter and truthful 	1
is a winner 	0
this charming , thought-provoking new york fest of life and love 	1
far closer than many movies 	1
it is were it not for the striking , quietly vulnerable personality of ms. ambrose 	0
nothing more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks . 	0
ringu is a disaster of a story , full of holes and completely lacking in chills . 	0
is n't this painfully forced , false and fabricated 	0
lynne ramsay as an important , original talent in international cinema 	1
's not really funny 	0
offers some flashy twists 	1
to take a reality check before you pay the full ticket price to see `` simone , '' and consider a dvd rental instead 	0
noyce brings out the allegory with remarkable skill 	1
loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . 	0
who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns 	1
where story is almost an afterthought 	0
this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot . 	0
a message that cautions children about disturbing the world 's delicate ecological balance 	1
flawless 	1
smart and dark - 	1
is a good one 	1
inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic 	1
the characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience . 	0
loosely tied series 	0
presented in convincing way 	1
offend viewers not amused by the sick sense of humor . 	0
slow . 	0
the best movies of the year 	1
`` empire '' lacks in depth 	0
is a solid action pic that returns the martial arts master to top form 	0
works its way up to merely bad rather than painfully awful 	0
michael moore 's latest documentary about america 's thirst for violence is his best film yet ... 	1
a huge mess 	0
most of the things that made the original men in black such a pleasure are still there . 	1
works better in the conception than it does in the execution 	0
men in black ii achieves ultimate insignificance -- 	1
magnetic performance 	1
will prefer this new version 	1
is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys 	1
is that van wilder does little that is actually funny with the material . 	0
smart , 	0
with grace and humor and 	1
the road to perdition leads to a satisfying destination 	0
only dull 	0
actually pulling it off 	1
's a bad sign when they 're supposed to be having a collective heart attack 	0
is all the more remarkable because it 	1
the film 's sense of imagery gives it a terrible strength 	1
very effective 	1
hypocritical 	0
nothing new 	0
'll love it and probably want to see it twice 	1
be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards . 	0
about one in three gags in white 's intermittently wise script hits its mark 	1
guiding lights 	1
this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment . 	1
a mischievous visual style and oodles of charm make ` cherish ' a very good ( but not great ) movie . 	1
of director john stockwell 	1
zings along with vibrance and warmth . 	1
because it plays everything too safe 	0
outstanding performance 	1
, thirteen conversations about one thing is a small gem . 	1
to please its intended audience -- children -- without placing their parents in a coma-like state . 	1
a disaster of a story , 	0
that fails to make adequate 	0
of ` laugh therapy ' 	1
too many characters saying too many clever things and getting into too many pointless situations 	0
're merely signposts marking the slow , lingering death of imagination 	0
lax 	0
an eye-boggling blend of psychedelic devices , special effects and backgrounds , ` spy kids 2 ' 	1
because there is no foundation for it 	0
there 's no conversion effort , 	0
is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate 	0
romantic , riveting and handsomely 	1
an avalanche of more appealing holiday-season product 	1
ca n't act 	0
the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid 	0
make it worth watching 	1
yelling in your face for two hours 	0
's as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet ? '' 	0
spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet 	0
`` crazy '' 	0
a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life 	1
see it for his performance if nothing else 	1
pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry . 	0
that should be punishable by chainsaw 	0
applying definition to both sides of the man 	1
pretty much self-centered 	0
derailed 	0
( toback 's ) fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard ... 	1
sweeping , dramatic 	1
a cruel but weirdly likable wasp matron 	1
the gentle comic treatment 	1
's a terrible movie in every regard , and 	0
's pretty stupid 	0
its accumulated enjoyment 	1
there is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure . 	1
to an impressive and highly entertaining celebration of its sounds 	1
the film lapses 	0
not 	0
in a joyous communal festival of rhythm 	1
technical skill and rare depth 	1
david and 	1
how can such a cold movie claim to express warmth and longing ? 	0
heightened , well-shaped dramas 	1
boorish 	0
're desperate for the evening to end 	0
, the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation . 	0
iosseliani 	1
a pretty decent little documentary 	1
a speed that is slow to those of us in middle age 	0
violent , self-indulgent and maddening 	0
approached the usher and said that if she had to sit through it again , she should ask for a raise 	0
cynicism 	0
, like mike raises some worthwhile themes while delivering a wholesome fantasy for kids . 	1
a gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost . 	1
engaging the audience in the travails of creating a screenplay 	1
, why should you buy the movie milk when the tv cow is free ? 	1
is stiff or just plain bad 	0
an autopilot hollywood concoction lacking in imagination and authentic christmas spirit 	0
affectionate delight 	1
a compelling motion picture that illustrates an american tragedy . 	1
far too sentimental 	0
the tooth and claw of human power 	1
breathtaking 	1
try to create characters out of the obvious cliches , but 	0
as unblinkingly pure as the hours 	0
despite some comic sparks , welcome to collinwood never catches fire . 	0
on his sentimental journey of the heart 	1
classic text 	1
manages to insult the intelligence of everyone in the audience 	0
uneven action comedy 	0
without resorting to camp or parody 	1
the documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice . 	1
how to make us share their enthusiasm 	1
lulled into a coma 	0
profound ethical and philosophical questions 	1
's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . 	1
that defies classification and is as thought-provoking as it 	0
the scariest guy 	0
remarkable ensemble cast 	1
to be a whole lot scarier than they are in this tepid genre offering 	0
eerily accurate depiction 	1
is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip . 	1
remains a disquieting and thought-provoking film 	1
to be passionate and truthful 	1
at best this is a film for the under-7 crowd . 	0
in a contest to see who can out-bad-act the other 	0
would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head 	0
, prepackaged julia roberts wannabe 	0
applies more detail to the film 's music than to the story line 	0
is just a corny examination of a young actress trying to find her way . 	0
romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here 	0
beautiful , angry and sad 	1
this is a frustrating patchwork : an uneasy marriage of louis begley 's source novel ( about schmidt ) and an old payne screenplay . 	0
is heartfelt and achingly real 	0
most opaque , self-indulgent and 	0
a sentimental but entirely irresistible portrait of three aging sisters . 	1
delivers more goodies than lumps of coal 	1
neither light nor magical enough to bring off this kind of whimsy 	0
filter out the complexity 	1
shapeless 	0
sit through , enjoy on a certain level 	1
endlessly superficial . 	0
from director mark romanek 's self-conscious scrutiny 	0
a pair of fascinating performances 	1
has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting . 	0
essentially ruined -- or , rather , 	0
uninteresting , unlikeable people 	0
little doubt that kidman has become one of our best actors 	1
its magic 	1
it 's sharply comic and surprisingly touching , so hold the gong 	1
is clever and funny , 	1
has failed him 	0
should share screenwriting credit 	1
a major director 	1
's good to see michael caine whipping out the dirty words and punching people in the stomach again . 	1
manipulating our collective fear 	1
muting 	0
craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters . 	1
a solid base hit . 	1
a stirring road movie . 	1
sophisticated and 	1
intriguing and alluring 	1
such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production . 	0
there are n't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) , but `` elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases . 	1
exercise in style and mystification . 	1
how far herzog has fallen 	0
nonconformist 	1
children 's ' song 	1
its dying , in this shower of black-and-white psychedelia , is quite beautiful 	1
gorgeous color palette 	1
is slightly less successful than the first 	0
that provide its thrills and extreme emotions 	0
as if everyone making it lost their movie mojo 	0
gory mayhem '' 	0
are about a half dozen young turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence . 	0
particularly well made 	1
what a concept 	1
may strain adult credibility 	0
slam-bang extravaganza 	0
's so bad 	0
a chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody . 	1
this movie has the usual impossible stunts ... but it has just as many scenes that are lean and tough enough to fit in any modern action movie . 	1
audience falls asleep 	0
hipness 	1
a suspenseful horror movie 	0
they so heartwarmingly motivate 	1
creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances 	1
steven spielberg brings us another masterpiece 	1
i firmly believe that a good video game movie is going to show up soon . 	1
does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country 	1
it was , as my friend david cross would call it , ` hungry-man portions of bad ' 	0
loved the look of this film 	1
check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on 	0
then it 's the perfect cure for insomnia . 	0
from too much norma rae and not enough pretty woman 	0
the film 's crisp , unaffected style 	1
warmed-over cold war paranoia 	0
( f ) rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels . 	1
wooden performances 	0
on opting out of any opportunity for finding meaning in relationships or work 	1
the film is funny , insightfully human and a delightful lark for history buffs 	1
it wants to be a black comedy , drama , melodrama or some combination of the three 	0
's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart 	1
visceral and dangerously honest revelations about the men and machines behind the curtains of our planet 	1
the film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking . 	0
its loving yet unforgivingly inconsistent depiction 	1
visually graceful 	1
's something else altogether -- clownish and offensive and nothing at all like real life 	0
wasted . 	0
hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining . 	0
descends into sub-tarantino cuteness 	0
is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction 	0
a pretty decent kid-pleasing , tolerable-to-adults lark of a movie . 	1
is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory . 	0
the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter . 	0
the film boasts at least a few good ideas and features some decent performances 	1
has a sure hand 	1
writing , skewed characters 	0
to inhale this gutter romancer 's secondhand material 	0
terribly monotonous 	0
for a film about explosions and death and spies , `` ballistic : ecks vs. sever '' seems as safe as a children 's film . 	0
is fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching . 	1
cruelly 	0
firing on all cylinders 	1
it 's one of the most beautiful , evocative works i 've seen . 	1
be a total washout 	0
a detailed historical document 	1
's already been too many of these films ... 	0
puts enough salt into the wounds of the tortured and self-conscious material 	0
the passive-aggressive psychology of co-dependence 	0
one of ( witherspoon 's ) better films 	1
two fine actors , 	1
one very funny joke and 	1
of lurid melodrama 	0
sadly , ` garth ' has n't progressed as nicely as ` wayne . ' 	0
is wondrously creative 	1
20 years apart 	1
the film is full of charm . 	1
's most thoughtful films about art , ethics , and the cost of moral compromise 	1
needs to overcome gaps in character development and story logic 	0
the best of the pierce brosnan james bond 	1
the rich and sudden wisdom , 	1
an engaging , formulaic sports drama that carries a charge of genuine excitement . 	1
trashy , kinky fun 	1
the essence of what it is to be ya-ya 	1
is the gabbiest giant-screen movie 	0
, plodding picture 	0
a sleek advert for youthful anomie 	1
well-written and 	1
will undoubtedly enjoy it 	1
with a twisted sense of humor 	1
celebratory 	1
hackneyed elements 	0
great 	0
is throwing up his hands in surrender , 	0
is serene , the humor wry and sprightly . 	1
they crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness . 	0
recreation to resonate 	1
with the kind of visual flair that shows what great cinema can really do 	0
bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery . 	0
euphoria 	0
auteuil is a goofy pleasure 	1
unfortunately the story and the actors are served with a hack script . 	0
little-known perspective 	0
awesome work : 	1
newcomer ellen pompeo pulls off the feat with aplomb 	1
an authentic feel 	1
their idol 's energy and passion for detail 	1
film festival 	1
that illustrates why the whole is so often less than the sum of its parts in today 's hollywood 	0
this is a beautiful film for people who like their romances to have that french realism 	1
comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life 	1
small part thanks 	1
as simple and innocent a movie as you can imagine . 	1
does the thoroughly formulaic film 	0
energetic and 	1
work that lacks both a purpose and a strong pulse . 	0
its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream 	1
jerking off 	1
the blacklight crowd , way cheaper ( and better ) 	1
a passion for the material 	1
with a visually masterful work of quiet power 	1
characters that bring the routine day to day struggles of the working class to life 	1
that perverse element 	0
much more successful translation 	1
wonder . 	0
'' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams . 	1
had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama 	0
( russell ) makes good b movies ( the mask , the blob ) , and the scorpion king more than ably meets those standards 	1
has been allowed to get wet , fuzzy and sticky 	1
get more re-creations of all those famous moments from the show 	1
knows everything and answers all questions , is visually smart , cleverly written 	1
... watching it was painful . 	0
they never succeed in really rattling the viewer 	0
an intense indoor drama about compassion , sacrifice , and christian love 	1
fit all of pootie tang in between its punchlines 	0
misanthropy 	0
fine , focused piece 	1
the latest adam sandler assault and possibly the worst film of the year 	0
how the film knows what 's unique and quirky about canadians 	0
contrived , well-worn situations 	0
cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts . 	0
that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british 	1
it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad 	1
victorious 	1
ill-considered notion 	0
slickly 	1
'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time . 	1
demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were 	0
meshes in this elegant entertainment 	1
more fun watching spy than i had with most of the big summer movies 	1
does n't necessarily 	0
whiny , pathetic , starving and untalented artistes 	0
is a magician 	1
amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and 	1
this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever . 	1
her considerable talents 	1
arty and 	1
is a visual treat for all audiences . 	1
to its superior cast 	1
there 's some outrageously creative action in the transporter ... ( b ) ut by the time frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman . 	0
it points out how inseparable the two are 	1
as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) 	0
is a stunning film , a one-of-a-kind tour de force 	1
despair 	0
cinema classic 	0
takes a walking-dead , cop-flick subgenre and beats new life into it 	1
the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions 	1
merely pretentious -- 	0
is one adapted - from-television movie that actually looks as if it belongs on the big screen . 	1
to a film about a family 's joyous life 	1
turned this 	1
be two hours gained 	1
which imbue the theme with added depth and resonance 	1
poorly rejigger fatal attraction into a high school setting 	0
are immaculate , with roussillon providing comic relief . 	1
poignant if familiar story of a young person suspended between two cultures . 	1
from the start -- and , refreshingly , stays that way 	1
is grossly contradictory 	1
what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance . 	1
a dark-as-pitch comedy 	0
an earnest study 	1
boisterous , heartfelt comedy . 	1
the rare imax movie that you 'll wish was longer than an hour . 	1
unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness 	1
there are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels . 	0
dog soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it . 	1
impressively true for being so hot-blooded 	0
effective film 	1
if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment . 	0
the mothman prophecies , which is mostly a bore 	0
in the current climate of mergers and downsizing 	0
it 's refreshing to see a romance this smart . 	1
a puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks . 	0
perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making 	1
schaefer 's ... determination to inject farcical raunch 	0
muddled , repetitive and ragged 	1
helps keep the proceedings as funny for grown-ups as for rugrats 	1
like a rather unbelievable love interest and a meandering ending -- 	0
the unnamed , easily substitutable forces 	0
humorous and heartfelt 	1
on the high seas that works better the less the brain is engaged 	0
flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and 	1
co-writers lisa bazadona and grace woodard 	1
entirely stale concept 	0
when her material is not first-rate 	0
some futile concoction that was developed hastily after oedekerk 	0
dull 	0
so far-fetched it would be impossible to believe if it were n't true 	1
fails to overcome the film 's manipulative sentimentality and annoying stereotypes . 	0
a poignant comedy that offers food for thought . 	1
formulaic equations 	0
a thoughtful and rewarding glimpse 	1
will be on video long before they grow up and you can wait till then 	0
about growing up that we do n't see often enough these days 	1
in the worst way 	1
inappropriate and wildly undeserved 	0
oftentimes funny , yet ultimately cowardly 	0
remote , emotionally distant piece 	0
the movie could be released in this condition 	1
dramatically moving 	1
dreary tale 	0
this is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men . 	1
its sensitive handling of some delicate subject matter 	1
warm and fuzzy 	1
when it 's this rich and luscious 	1
to be the movie 's most admirable quality 	1
rouses us 	1
( moore 's ) better at fingering problems than finding solutions . 	0
is n't particularly funny 	0
said that warm water under a red bridge is a poem to the enduring strengths of women 	1
come by once in a while with flawless amounts of acting , direction , story and pace 	1
think of a film more cloyingly sappy than evelyn 	0
the otherwise good-naturedness of mr. deeds , with its embrace of sheer goofiness and cameos of less 	1
innovators 	1
bad way 	0
provocative piece 	1
you ca n't help but get caught up in the thrill of the company 's astonishing growth . 	1
a variety of quirky characters and an engaging story 	1
the mainstream of filmmaking with an assurance worthy of international acclaim 	0
very well 	1
of education 	1
pretty valuable 	1
flat 	1
brosnan gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day . 	1
it has some problems 	0
too clichéd and 	0
roman coppola 's brief pretentious period 	0
's that good . 	1
the slapstick is labored , 	1
few films have been this odd , inexplicable and unpleasant . 	0
restage the whole thing 	0
for some robust and scary entertainment 	1
of old-fashioned hollywood magic 	1
that takes such a speedy swan dive from `` promising '' 	0
discovering your destination in life 	1
nohe has made a decent ` intro ' documentary , but he feels like a spectator and not a participant . 	1
manages to be compelling , amusing and unsettling at the same time 	1
a pleasure 	1
are the whole show here , with their memorable and resourceful performances 	1
clockstoppers if you have nothing better to do with 94 minutes . 	0
offers flickering reminders of the ties that bind us . 	1
the fantastic 	1
a philosophical void 	0
nutty , consistently funny . 	1
an asian neo-realist treasure . 	1
subtlety and acumen 	1
result in a movie that works against itself . 	0
lead performances 	1
the consequences 	0
drama , romance , tragedy , bravery , political intrigue , partisans and sabotage 	1
in some evocative shades 	1
watch with kids and use to introduce video as art 	1
's the russian word for wow !? ' 	1
to see three splendid actors 	1
you can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise . 	1
unerring 	1
knows its classical music , knows its freud and 	1
bubbly 	1
the movie is virtually without context -- journalistic or historical . 	0
surprisingly buoyant 	1
this shocking testament to anti-semitism and neo-fascism 	0
a deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom . 	1
the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful 	0
a new treasure of the hermitage 	1
to make of this italian freakshow 	1
alone , should scare any sane person away . 	0
the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover . 	1
healing 	1
... too sappy for its own good . 	0
becomes lifeless and falls apart like a cheap lawn chair . 	0
its storytelling prowess and special effects are both listless . 	0
overwrought 	0
at how much we care about the story 	1
might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) . 	0
looked as beautiful , desirable , even delectable , 	1
the movie spends more time with schneider than with newcomer mcadams , even though her performance is more interesting ( and funnier ) than his . 	0
the best performance from either in years 	1
bogdanovich ties it together with efficiency and an affection for the period 	1
soderbergh 's best films , `` erin brockovich , '' `` out of sight '' and 	1
few good ideas 	1
keep you watching , as will the fight scenes 	1
as do the girls ' amusing personalities 	1
the sense of fierce competition 	1
is to skip the film and pick up the soundtrack 	0
feels like a glossy rehash . 	0
love cinema paradiso , whether the original version or new director 's cut 	1
a much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian english title 	1
we get a cinematic postcard that 's superficial and unrealized . 	0
idiots 	0
falling into the hollywood trap and 	0
only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor 	1
imitation 	0
its dark , delicate treatment 	1
with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is . 	0
make you think about existential suffering 	1
turned out nearly 21/2 hours of unfocused , excruciatingly tedious cinema 	1
for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time 	0
the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . 	0
who 's fallen under the sweet , melancholy spell of this unique director 's previous films 	1
in self-consciously flashy camera effects , droning house music and flat , flat dialogue 	0
the core in a film you will never forget -- that you should never forget 	1
john le carré with a couple of burnt-out cylinders 	0
just is n't as weird as it ought to be . 	0
into an argentine retread of `` iris '' or `` american beauty 	0
big heart 	1
in which opposites attract for no better reason than that the screenplay demands it 	0
far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins 	1
fixating on a far corner of the screen at times 	1
wonderful but 	1
another clever if pointless excursion 	0
fast-moving and cheerfully simplistic 	1
, simple-minded and stereotypical 	0
stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why 	1
tawdry 	0
in the reassuring manner of a beautifully sung holiday carol 	0
too loud , too goofy and 	0
a muddled limp biscuit of a movie , a vampire soap opera that does n't make much 	0
sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act 	0
a work of entertainment 	1
, fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen . 	0
thuds 	0
an intricate , intimate and intelligent journey 	1
list 	0
deeply biased , and 	0
the old saying goes , because it 's true 	1
provides a strong itch to explore more . 	1
it 's a strange film , one that was hard for me to warm up to . 	0
inevitably consigned 	0
memorable and resourceful performances 	1
like you 've actually spent time living in another community 	1
by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about 	0
quite fun in places 	1
has little clue 	0
of being a bit undisciplined 	0
of the dry humor that first made audiences on both sides of the atlantic love him 	1
a cheap , ludicrous attempt at serious horror 	1
cranky adults 	0
rough-around-the-edges , low-budget constraints 	0
cliched and contrived 	0
so much first-rate 	1
the film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters 	1
the scripters do n't deserve any oscars 	0
for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life 	1
the movie does leave you marveling at these guys ' superhuman capacity to withstand pain 	1
refreshingly , 	1
, maybe i can channel one of my greatest pictures , drunken master 	0
those moviegoers who would automatically bypass a hip-hop documentary should give `` scratch '' a second look . 	1
mature and frank fashion 	1
passes for sex in the movies look like cheap hysterics 	0
america , history 	1
elizabeth hurley 's 	1
while the last metro ) was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history . 	1
does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world 	1
the movie 's messages are quite admirable , but the story is just too clichéd and too often strains credulity 	0
the work of a genuine and singular artist 	1
they lack their idol 's energy and passion for detail . 	0
into the subculture of extreme athletes whose derring-do puts the x into the games 	1
third time 's the charm ... yeah , baby ! 	1
this movie worth seeing 	1
grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him 	0
hallmark card sentimentality and 	0
the narrator and the other characters try to convince us that acting transfigures esther , but she 's never seen speaking on stage 	0
wo n't feel like it 's wasted yours 	1
rewritten , and 	0
a dud -- 	0
the film 's crisp , unaffected style and air of gentle longing 	1
climate 	1
is that her confidence in her material is merited 	1
have some idea of the glum , numb experience of watching o fantasma 	0
's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present 	0
look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful 	0
enacted than what 's been cobbled together onscreen 	0
more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing 	1
we call the ` wow ' factor 	1
does n't manage to hit all of its marks 	0
about schmidt is undoubtedly one of the finest films of the year . 	1
are sometimes bracing 	1
, much ado about something is an amicable endeavor . 	1
the perfect movie many have made it out to be 	1
trust laughs 	1
a sumptuous work 	1
i 'd be hard pressed to think of a film more cloyingly sappy than evelyn this year . 	0
those who do will have found a cult favorite to enjoy for a lifetime . 	1
and funky look 	1
to drown a viewer in boredom than to send any shivers down his spine 	0
of sly humor 	1
friday after next is a lot more bluster than bite . 	0
disappointments 	0
broomfield is energized by volletta wallace 's maternal fury , her fearlessness , and 	1
to churn out one mediocre movie after another 	0
of a man whose engaging manner and flamboyant style made him a truly larger-than-life character 	1
humor and a heartfelt conviction to tell a story about discovering your destination in life 	1
a voice for a pop-cyber culture 	1
this is n't exactly profound cinema , but it 's good-natured and sometimes quite funny . 	1
jeong-hyang lee 's film is deceptively simple , deeply satisfying . 	1
justifying the hype that surrounded its debut at the sundance film festival 	1
flamboyant 	1
is more fascinating -- being real -- than anything seen on jerry springer 	1
this film 's impressive performances and 	1
something rare and riveting : a wild ride that relies on more than special effects 	1
imitation movie 	1
enjoyment 	1
respectable new one 	1
have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama 	0
finds its tone and several scenes run 	1
a great , participatory spectator sport . ' 	1
be so stupid 	0
fails at both endeavors 	0
the best date movie 	1
's moving 	1
more charming than in about a boy 	1
is far from disappointing , 	1
interview with the assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its blair witch project real-time roots . 	0
witty , improbable romantic comedy 	1
writer / director m. night shyamalan 's ability to pull together easily accessible stories that resonate with profundity 	1
washington has a sure hand . 	1
marvelously entertaining and deliriously joyous documentary . 	1
resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates . 	0
's a masterpiece . 	1
the hell 	0
gem 	1
are what makes it worth the trip to the theater . 	1
five screenwriters are credited with the cliché-laden screenplay ; 	0
leaving you 	0
knockaround guys plays like a student film by two guys who desperately want to be quentin tarantino when they grow up . 	0
viewing in university computer science departments for years to come 	1
though there are many tense scenes in trapped , they prove more distressing than suspenseful . 	0
the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration . 	0
triumphantly returns to narrative filmmaking with a visually masterful work of quiet power . 	1
